"Nombre","Referencia interna","Código de barras","Categoría de producto","Coste","Precio de venta","Unidad SAT"
"""ROTOMARTILLO INALAMBRICO BRUSHLESS DEWALT 1/2"""" 20 V. 2 BATERIAS 1 CARGADOR + CAJA PLASTICA""","","","All","3690.0","5166.0","Pieza"
"'BLISTER SEGUETA BOSCH.MOD-T301CD C/5-PIEZAS","","","All","0.0","0.0",""
"'CALADORA SIERRA INALAMBRICA  MAX XR DE 20 V. DEWALT  DCS 334B","","","All","0.0","0.0",""
"'Conector Armable tipo M12, Hembra, 4 Polos, Recto.","","","All","0.0","0.0","Pieza"
"'MARCADOR TINTA PERMANENTE ESTERBROOK","","","All","0.0","0.0",""
"*HELVEX SECADOR MANOS MB-1012/AIBACABADO ALUMINIO ESPEJO TURBO=S/P=","","","LIMSA","11080.95","13855.0","Pieza"
"/ ASPIRADORA 12 GAL 6HP AS612A SURTEK","AS612A","660731523881","SURTEK","2766.0","4011.0","Pieza"
"/ BERBIQUI PROFESIONAL CON MATRACA 12 BCM10 SURTEK","BCM10","660731190014","SURTEK","460.0","667.0","Pieza"
"/ BOMBA DE AIRE CUERPO DE ALUMINIO CON MANOMETRO 23 107999 SURTEK","107999","660731079999","SURTEK","307.0","445.0","Pieza"
"/ BOMBA DE AIRE CUERPO PLASTICO CON MANOMETRO 23 107991 SURTEK","107991","660731079913","SURTEK","269.0","390.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA 2 GAVETAS 125107 SURTEK","125107","660731251074","SURTEK","938.0","1360.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA 3 GAVETAS 125111 SURTEK","125111","660731251111","SURTEK","1031.0","1495.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA 36X16X15 CM TB08 SURTEK","TB08","660731240030","SURTEK","343.0","497.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA 43X13X16 CM TB12 SURTEK","TB12","660731240047","SURTEK","380.0","551.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA P/ JUEGOS 43X13X5 CM TB01 SURTEK","TB01","660731240016","SURTEK","214.0","310.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS METALICA P/ JUEGOS 49X15X5CM TB02 SURTEK","TB02","660731240023","SURTEK","256.0","371.0","Pieza"
"/ CAJA PORTAHERRAMIENTAS PLASTICA BROCHE PLASTICOS 12 125071 SURTEK","125071","660731250718","SURTEK","98.0","142.0","Pieza"
"/ CEPILLO ELECTRICO 3-1/4 800W CE403B SURTEK","CE403B","660731523799","SURTEK","1410.0","2045.0","Pieza"
"/ CHALECO PORTA HERRAMIENTAS 6 COMPARTIMIENTOS 124191 SURTEK","124191","660731241914","SURTEK","358.0","519.0","Pieza"
"/ COMPRESOR DE AIRE 12V 250PSI 107997 SURTEK","107997","660731079975","SURTEK","488.0","708.0","Pieza"
"/ COMPRESOR DE AIRE12V 250PSI 140965 SURTEK","140965","660731409659","FOY","265.0","384.0","Pieza"
"/ COMPRESOR DE VALVULAS DE 35-200MM 107225 SURTEK","107225","660731072259","SURTEK","1583.0","2295.0","Pieza"
"/ COMPRESOR DE VALVULAS DE 55-175MM 107224 SURTEK","107224","660731072242","SURTEK","966.0","1401.0","Pieza"
"/ CORTADOR DESBASTE 1/2 CON 4 GAVILANES CVD12 URREA","CVD12","660731905182","URREA","738.0","1070.0","Pieza"
"/ CORTADOR DESBASTE 1/4 CON 3 GAVILANES CVD14 URREA","CVD14","660731905144","URREA","567.0","822.0","Pieza"
"/ CORTADOR DESBASTE 3/16 CON TRES GAVILANES CVD316 URREA","CVD316","660731905137","URREA","529.0","767.0","Pieza"
"/ CORTADOR DESBASTE 3/4 CON CUATRO GAVILANES CVD34 URREA","CVD34","660731905205","URREA","1271.0","1843.0","Pieza"
"/ CORTADOR DESBASTE 3/8 CON CUATRO GAVILANES CVD38 URREA","CVD38","660731905168","URREA","613.0","889.0","Pieza"
"/ CORTADOR DESBASTE 5/16 CON TRES GAVILANES CVD516 URREA","CVD516","660731905151","URREA","627.0","909.0","Pieza"
"/ CORTADOR DESBASTE 5/8 CON CUATRO GAVILANES CVD58 URREA","CVD58","660731905199","URREA","1054.0","1528.0","Pieza"
"/ CORTADOR DESBASTE 7/16 CON CUATRO GAVILANES CVD716 URREA","CVD716","660731905175","URREA","705.0","1022.0","Pieza"
"/ CORTADOR PUNTA REDONDA 1 CON CUATRO GAVILANES CVR1 URREA","CVR1","660731905298","URREA","3248.0","4710.0","Pieza"
"/ CORTADOR PUNTA REDONDA 1/2 CON CUATRO GAVILANES CVR12 URREA","CVR12","660731905250","URREA","618.0","896.0","Pieza"
"/ CORTADOR PUNTA REDONDA 1/4 CON CUATRO GAVILANES CVR14 URREA","CVR14","660731905229","URREA","306.0","444.0","Pieza"
"/ CORTADOR PUNTA REDONDA 3/4 CON CUATRO GAVILANES CVR34 URREA","CVR34","660731905274","URREA","1212.0","1757.0","Pieza"
"/ CORTADOR PUNTA REDONDA 3/8 CON CUATRO GAVILANES CVR38 URREA","CVR38","660731905243","URREA","432.0","626.0","Pieza"
"/ CORTADOR PUNTA REDONDA 5/16 CON CUATRO GAVILANES CVR516 URREA","CVR516","660731905236","URREA","316.0","458.0","Pieza"
"/ CORTADOR PUNTA REDONDA 5/8 CON CUATRO GAVILANES CVR58 URREA","CVR58","660731905267","URREA","1178.0","1708.0","Pieza"
"/ CORTADOR PUNTA REDONDA 7/8 CON CUATRO GAVILANES CVR78 URREA","CVR78","660731905281","URREA","2237.0","3244.0","Pieza"
"/ CORTADOR VERTICAL 1 CON CUATRO GAVILANES CV41 URREA","CV41","660731905120","URREA","1503.0","2179.0","Pieza"
"/ CORTADOR VERTICAL 1/2 CON CUATRO GAVILANES CV412 URREA","CV412","660731905083","URREA","576.0","835.0","Pieza"
"/ CORTADOR VERTICAL 3/4 CON CUATRO GAVILANES CV434 URREA","CV434","660731905106","URREA","933.0","1353.0","Pieza"
"/ CORTADOR VERTICAL 3/8 CON CUATRO GAVILANES CV438 URREA","CV438","660731905069","URREA","455.0","660.0","Pieza"
"/ CORTADOR VERTICAL 5/16 CON CUATRO GAVILANES CV4516 URREA","CV4516","660731905052","URREA","293.0","425.0","Pieza"
"/ CORTADOR VERTICAL 5/8 CON CUATRO GAVILANES CV458 URREA","CV458","660731905090","URREA","608.0","882.0","Pieza"
"/ CORTADOR VERTICAL 7/16 CON CUATRO GAVILANES CV4716 URREA","CV4716","660731905076","URREA","502.0","728.0","Pieza"
"/ CORTADOR VERTICAL 7/8 CON CUATRO GAVILANES CV478 URREA","CV478","660731905113","URREA","1406.0","2039.0","Pieza"
"/ CORTADOR VERTICAL DE 1/4 CON CUATRO GAVILANES CV414 URREA","CV414","660731905045","URREA","284.0","412.0","Pieza"
"/ CORTADOR VERTICAL DE 1/8 CON CUATRO GAVILANES CV418 URREA","CV418","660731905014","URREA","278.0","403.0","Pieza"
"/ CORTADOR VERTICAL DE 3/16 CON CUATRO GAVILANES CV4316 URREA","CV4316","660731905038","URREA","279.0","405.0","Pieza"
"/ CORTADOR VERTICAL DE 5/32 CON CUATRO GAVILANES CV4532 URREA","CV4532","660731905021","URREA","279.0","405.0","Pieza"
"/ CORTASETOS A GASOLINA 23.6 26CC H6024 SURTEK","H6024","660731522921","SURTEK","4556.0","6606.0","Pieza"
"/ DESBROZADORA A GASOLINA 17 30CC DG730 SURTEK","DG730","660731523997","SURTEK","2979.0","4320.0","Pieza"
"/ DESBROZADORA A GASOLINA 17 33CC DG633A SURTEK","DG633A","660731523171","SURTEK","4269.0","6190.0","Pieza"
"/ DESBROZADORA A GASOLINA 17 43CC DG743A SURTEK","DG743A","660731523188","SURTEK","4389.0","6364.0","Pieza"
"/ DESTAPACAÃ‘O ESTACIONARIO 390W 120V DE640 SURTEK","DE640","660731522655","SURTEK","21093.0","30585.0","Pieza"
"/ DESTORNILLADOR INALAMBRICO 1/4 3.6V LITIO-ION AR436 SURTEK","AR436","660731521986","SURTEK","905.0","1312.0","Pieza"
"/ DESTORNILLADOR PUNTAS INTER TIPO PIST 1/4, 24 EN 1 JDP24 SURTEK","JDP24","660731105162","SURTEK","343.0","497.0","Pieza"
"/ DIABLO BODEGUERO AZUL LLANTA SOLIDA 8 400KG DBS400A SURTEK","DBS400A","660731516128","SURTEK","1467.0","2127.0","Pieza"
"/ DIABLO PLEGABLE 60KG DPA60 SURTEK","DPA60","660731516234","SURTEK","585.0","848.0","Pieza"
"/ DISCO DE DIAMANTE CORTE CONTINUO 9 123469 SURTEK","123469","660731234695","SURTEK","259.0","376.0","Pieza"
"/ DISCO DE DIAMANTE CORTE SEGMENTADO 9 123468 SURTEK","123468","660731234688","SURTEK","259.0","376.0","Pieza"
"/ DISCO P/ SIERRA CIRCULAR P/ ALUMINIO 12120 DIENTES 120634 SURTEK","120634","660731206340","SURTEK","748.0","1085.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 10 30 DIENTES 120620 SURTEK","120620","660731206203","SURTEK","242.0","351.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 10 40 DIENTES 120621 SURTEK","120621","660731206210","SURTEK","251.0","364.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 10 60 DIENTES 120622 SURTEK","120622","660731206227","SURTEK","293.0","425.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 12 40 DIENTES 120630 SURTEK","120630","660731206302","SURTEK","409.0","593.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 12 60 DIENTES 120631 SURTEK","120631","660731206319","SURTEK","451.0","654.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 16 100 DIENTES 120653 SURTEK","120653","660731206531","SURTEK","1397.0","2026.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 16 60 DIENTES 120651 SURTEK","120651","660731206517","SURTEK","901.0","1306.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR 7 1/4 60 DIENTES 120603 SURTEK","120603","660731206036","SURTEK","167.0","242.0","Pieza"
"/ DISCO PARA SIERRA CIRCULAR P/ ALUMINIO 1080 DIENTES 120625 SURTEK","120625","660731206258","SURTEK","399.0","579.0","Pieza"
"/ DISTOMETRO MANUAL 10,000M 122271 SURTEK","122271","660731222715","SURTEK","1040.0","1508.0","Pieza"
"/ DOBLADOR DE TUBO DE USO PESADO 1/2-7/8 121164 SURTEK","121164","660731211641","SURTEK","1332.0","1931.0","Pieza"
"/ ESMERILADORA ANGULAR 7 2000W EA607 SURTEK","EA607","660731523928","SURTEK","1606.0","2329.0","Pieza"
"/ ESMERILADORA ANGULAR 9 2000W EA609 SURTEK","EA609","660731523911","SURTEK","1892.0","2702.8","Pieza"
"/ EXTENSION DOMESTICA CAFE 10M 136160 SURTEK","136160","660731361605","SURTEK","93.0","135.0","Pieza"
"/ EXTENSION ELECTRICA USO RUDO ATERRIZADA 2.4M 136170 SURTEK","136170","660731361704","SURTEK","63.0","91.0","Pieza"
"/ EXTENSION ELECTRICA USO RUDO, ATERRIZADA 15M 136174 SURTEK","136174","660731361742","SURTEK","278.0","403.0","Pieza"
"/ FUMIGADOR PROFESIONAL CON ACCESORIOS PLASTICOS 2GAL 130406 SURTEK","130406","660731304060","SURTEK","431.2","625.0","Pieza"
"/ HACHA RAJADORA 28, MANGO ANTI-IMPACTO Y GRIP DE TPR AXS28 URREA","AXS28","660731905991","URREA","868.0","1259.0","Pieza"
"/ HACHA TALADORA 14, MANGO ANTI-IMPACTO Y GRIP DE TPR AX14 URREA","AX14","660731905977","URREA","423.0","613.0","Pieza"
"/ HACHA TALADORA 28, MANGO ANTI-IMPACTO Y GRIP DE TPR AX28 URREA","AX28","660731905984","URREA","853.0","1237.0","Pieza"
"/ HACHA TALADORA 9, MANGO ANTI-IMPACTO Y GRIP DE TPR. AX9 URREA","AX9","660731905960","URREA","404.0","586.0","Pieza"
"/ INYECTOR GRASA NEUMATICA 14OZ 108065 SURTEK","108065","660731080650","SURTEK","553.0","802.0","Pieza"
"/ JUEGO 10 DESTORNILLADORES BIMATERIAL EST. COMBINADO D200A SURTEK","D200A","660731106503","SURTEK","321.0","465.0","Pieza"
"/ JUEGO 101 PUNTAS INTERCAMBIABLES ACCESORIOS EN JUEGO JDP101 SURTEK","JDP101","660731104905","SURTEK","316.0","458.0","Pieza"
"/ JUEGO 11 LLAVES COMB PUL ESP 12 PUNTAS METR EN RACK 100557 SURTEK","100557","660731005578","SURTEK","506.0","734.0","Pieza"
"/ JUEGO 11 LLAVES COMB SATINADAS 12 PUNTAS EN PULGADAS COM12 SURTEK","COM12","660731005097","SURTEK","807.0","1170.0","Pieza"
"/ JUEGO 14 LLAVES COMB PULIDO ESPEJO 12 PUNTAS METRICAS 100562 SURTEK","100562","660731005622","SURTEK","1462.0","2120.0","Pieza"
"/ JUEGO 14 LLAVES COMB SATINADAS 12 PUNTAS EN PULGADAS COM15 SURTEK","COM15","660731005103","SURTEK","1017.0","1475.0","Pieza"
"/ JUEGO 14 LLAVES COMBINADAS SATIN. 12 PUNTAS METRICAS COM15M SURTEK","COM15M","660731005134","SURTEK","1314.0","1905.0","Pieza"
"/ JUEGO 15 LLAVES COMB PULIDO ESPEJO 12 PUNTAS METRICAS 100563 SURTEK","100563","660731005639","SURTEK","970.0","1407.0","Pieza"
"/ JUEGO 15 LLAVES COMBINADAS SATIN. 12 PUNTAS METRICAS COM16M SURTEK","COM16M","660731005141","SURTEK","868.0","1259.0","Pieza"
"/ JUEGO 16 LLAVES COMB SATINADAS 12 PUNTAS EN PULGADAS COM17 SURTEK","COM17","660731005110","SURTEK","1429.0","2072.0","Pieza"
"/ JUEGO 16 LLAVES COMBINADAS PULIDO 12 PUNTAS PULGADAS 100564 SURTEK","100564","660731005646","SURTEK","1586.0","2300.0","Pieza"
"/ JUEGO 21 BROCAS ACERO DE ALTA VELOCIDAD CON COBALTO JBAV21 SURTEK","JBAV21","660731191240","SURTEK","715.0","1037.0","Pieza"
"/ JUEGO 26 LLAVES COMBINADAS SATIN. 12 PUNTAS METRICAS COM27M SURTEK","COM27M","660731005127","SURTEK","2344.0","3399.0","Pieza"
"/ JUEGO 3 DADOS Y ACC. EN PULGADAS PARA BUJIAS 3/8 AFIN4 SURTEK","AFIN4","660731035148","SURTEK","316.0","458.0","Pieza"
"/ JUEGO 3 DADOS Y ACCESORIOS EN PULGAD. P/ BUJIAS 3/8 AFIN3 SURTEK","AFIN3","660731035131","SURTEK","307.0","445.0","Pieza"
"/ JUEGO 5 LLAVES ESPAÃ‘OLAS PULIDO ESPEJO EN PULGADAS 205 SURTEK","205","660731009040","SURTEK","302.0","438.0","Pieza"
"/ JUEGO 6 DESTORNILLADORES AZULES DE CAJA EN PULGADAS D3500S SURTEK","D3500S","660731102239","SURTEK","270.0","392.0","Pieza"
"/ JUEGO 6 LLAVES COMB SATIN. 12 PUNTAS METRICAS EN RACK F04M SURTEK","F04M","660731005011","SURTEK","250.0","363.0","Pieza"
"/ JUEGO 6 LLAVES COMB SATIN. 12 PUNTAS PULGADAS EN RACK F04S SURTEK","F04S","7501290821458","SURTEK","242.0","351.0","Pieza"
"/ JUEGO 65 PUNTAS INTERCAMBIABLES CON ACCESORIOS JDAP53 SURTEK","JDAP53","660731104929","SURTEK","464.0","673.0","Pieza"
"/ JUEGO 7 LLAVES ESPAÃ‘OLAS PULIDO ESPEJO METRICAS E01M SURTEK","E01M","660731009019","SURTEK","372.0","539.0","Pieza"
"/ JUEGO 8 PZ DESTORNILLADORES AMARILLOS DE GOLPE D400G SURTEK","D400G","660731102789","SURTEK","529.0","767.0","Pieza"
"/ JUEGO 9 LLAVES COMB PULIDO ESPEJO 12 PUNTAS METRICAS 100553 SURTEK","100553","660731005530","SURTEK","386.0","560.0","Pieza"
"/ JUEGO 9 LLAVES COMBINADAS PULIDO 12 PUNTAS PULGADAS 100552 SURTEK","100552","660731005523","SURTEK","451.0","654.0","Pieza"
"/ JUEGO BASICO PROFESIONAL DE 12 PIEZAS JB12 SURTEK","JB12","660731254242","SURTEK","984.0","1427.0","Pieza"
"/ JUEGO COMBINADO 50 PIEZAS METRICOS P TRABAJOS PROF F4458M SURTEK","F4458M","660731022117","SURTEK","1521.0","2205.0","Pieza"
"/ JUEGO COMBINADO 50 PIEZAS PULG P TRABAJOS PROF F4458 SURTEK","F4458","660731022100","SURTEK","1532.0","2221.0","Pieza"
"/ JUEGO COMBINADO DE 109 PIEZAS PARA MECANICO 125412 SURTEK","125412","660731254129","SURTEK","3685.0","5343.0","Pieza"
"/ JUEGO DE 10 DADOS Y ACCESORIOS EN PULGADAS 1/4 A03S SURTEK","A03S","660731022063","SURTEK","293.0","425.0","Pieza"
"/ JUEGO DE 10 DADOS Y ACCESORIOS METRICOS 1/4 A03M SURTEK","A03M","660731022070","SURTEK","288.0","418.0","Pieza"
"/ JUEGO DE 10 DESTORNILLADORES AZULES COMBINADO D02P SURTEK","D02P","660731101706","SURTEK","293.0","425.0","Pieza"
"/ JUEGO DE 12 DADOS Y ACCESORIOS COMBINADOS 3/4 105604 SURTEK","105604","660731056044","SURTEK","2774.0","4022.0","Pieza"
"/ JUEGO DE 13 CORTACIRCULOS BIMETALICOS 120757 SURTEK","120757","660731207576","SURTEK","1388.0","2013.0","Pieza"
"/ JUEGO DE 14 DADOS EN PULGADAS 1/2 F5800A SURTEK","F5800A","660731051131","SURTEK","520.0","754.0","Pieza"
"/ JUEGO DE 14 DADOS METRICOS 1/2 F5800AM SURTEK","F5800AM","660731051148","SURTEK","492.0","713.0","Pieza"
"/ JUEGO DE 15 DADOS Y ACCESORIOS EN PULGADAS 1/2 F08S SURTEK","F08S","660731051032","SURTEK","965.0","1399.0","Pieza"
"/ JUEGO DE 15 DADOS Y ACCESORIOS METRICOS 1/2 F08M SURTEK","F08M","660731051049","SURTEK","909.0","1318.0","Pieza"
"/ JUEGO DE 18 DADOS Y ACCESORIOS EN PULGADAS 1/2 F09S SURTEK","F09S","660731051056","SURTEK","1263.0","1831.0","Pieza"
"/ JUEGO DE 18 DADOS Y ACCESORIOS METRICOS 1/2 F09M SURTEK","F09M","660731051063","SURTEK","1147.0","1663.0","Pieza"
"/ JUEGO DE 29 BROCAS DE ACERO DE ALTA VELOCIDAD NEGRAS JBAVN29 SURTEK","JBAVN29","660731194197","SURTEK","1243.0","1802.0","Pieza"
"/ JUEGO DE 3 PINZAS 1000V P06V SURTEK","P06V","660731151039","SURTEK","423.0","613.0","Pieza"
"/ JUEGO DE 3 PINZAS DE PRESION BIMATERIALES 115085 SURTEK","115085","660731150858","SURTEK","483.0","700.0","Pieza"
"/ JUEGO DE 4 DADOS PUNTA LARGA TORXÂ® 1/2 F5800TL SURTEK","F5800TL","660731051100","SURTEK","297.0","431.0","Pieza"
"/ JUEGO DE 4 DADOS PUNTA TORXÂ® 1/2 F5800T SURTEK","F5800T","660731051094","SURTEK","279.0","405.0","Pieza"
"/ JUEGO DE 5 HERRAMIENTAS P05 SURTEK","P05","660731150933","SURTEK","553.0","802.0","Pieza"
"/ JUEGO DE 53 PUNTAS INTERCAMBIABLES CON ACCESORIOS JDP53 SURTEK","JDP53","660731104912","SURTEK","297.0","431.0","Pieza"
"/ JUEGO DE 6 DADOS PUNTA HEXAGONAL METRICOS 1/2 F58H01M SURTEK","F58H01M","660731051223","SURTEK","386.0","560.0","Pieza"
"/ JUEGO DE 7 DADOS PUNTA HEXAGONAL EN PULGADAS 1/2 F58H01 SURTEK","F58H01","660731051216","SURTEK","436.0","632.0","Pieza"
"/ JUEGO DE 7 DADOS PUNTA TORXÂ® 1/2 CAJA F5801T SURTEK","F5801T","660731051230","SURTEK","353.0","512.0","Pieza"
"/ JUEGO DE 7 LLAVES COMBINADAS MATRACA EN PULGADAS 100568 SURTEK","100568","660731005684","SURTEK","780.0","1131.0","Pieza"
"/ JUEGO DE 7 LLAVES COMBINADAS MATRACA METRICAS 100569 SURTEK","100569","660731005691","SURTEK","780.0","1131.0","Pieza"
"/ JUEGO DE 8 DADOS METRICOS 1/2 EN RIEL S01M SURTEK","S01M","7501290821687","SURTEK","256.0","371.0","Pieza"
"/ JUEGO DE 8 DADOS PULGADAS 6PT 3/4 F598 SURTEK","F598","660731056013","SURTEK","1212.0","1757.0","Pieza"
"/ JUEGO DE 9 DADOS PUNTA TORXÂ® 1/4 F4400T SURTEK","F4400T","660731035438","SURTEK","144.0","209.0","Pieza"
"/ JUEGO DE DADOS Y ACCESORIOS METRICOS CUADRO 1/2, 20 PIEZAS. F5800BM SURTEK","F5800BM","660731051162","SURTEK","983.0","1425.0","Pieza"
"/ JUEGO DE HERRAM. ELECTRICA EN CAJA PLASTICA 3 PIEZAS JPS01 SURTEK","JPS01","660731651461","SURTEK","1740.0","2523.0","Pieza"
"/ JUEGO DE MACHUELOS Y DADOS 40PZ 123701 SURTEK","123701","660731237016","SURTEK","738.0","1070.0","Pieza"
"/ JUEGO DE MARTILLO PARA LAMINERO Y ENTIBADORES MDHK SURTEK","MDHK","660731169973","SURTEK","1379.0","2000.0","Pieza"
"/ JUEGO DE MOTO TOOL 160W 40 PIEZAS MT514A SURTEK","MT514A","660731523430","SURTEK","1137.0","1649.0","Pieza"
"/ JUEGO DE MOTO-TOOL 250 PIEZAS 119303 SURTEK","119303","660731193039","SURTEK","649.0","941.0","Pieza"
"/ JUEGO EXTRACTOR E INST DE POLEAS DE LA BOMBA DE DIR 107293 SURTEK","107293","660731072938","SURTEK","519.0","753.0","Pieza"
"/ JUEGO PARA CARPINTERO DE14 PIEZAS JC14 SURTEK","JC14","660731254266","SURTEK","1382.0","2004.0","Pieza"
"/ JUEGO PARA ELECTRICISTA DE 21 PIEZAS 125411 SURTEK","125411","660731254112","SURTEK","2200.0","3190.0","Pieza"
"/ JUEGO PARA PLOMERO DE 18 PIEZAS JP18 SURTEK","JP18","660731254259","SURTEK","1267.0","1837.0","Pieza"
"/ JUEGO PROF COMB CINCELES, PUNTOS Y BOTADORES 9 PZ 117194 SURTEK","117194","660731171945","SURTEK","222.0","322.0","Pieza"
"/ JUEGO PROF. DE AVELLANADOR, PRENSA Y CORTATUBOS 349F SURTEK","349F","660731210507","SURTEK","520.0","754.0","Pieza"
"/ LAMPARA LED PARA CLOSET PARA 3 PILAS AAA (2 PIEZAS) 136029 SURTEK","136029","660731360295","SURTEK","130.0","189.0","Pieza"
"/ LIJA EN ROLLO PARA PLOMERO 1-1/2 X 45M GRANO 120 LR45120 SURTEK","LR45120","660731208818","SURTEK","284.0","412.0","Pieza"
"/ LIJADORA DE BANDA 3 X 21 950W 120V LB521B SURTEK","LB521B","660731523775","SURTEK","1633.0","2368.0","Pieza"
"/ LIJADORA ORBITAL 1/2 DE HOJA 300W LO612A SURTEK","LO612A","660731522969","SURTEK","1252.0","1815.0","Pieza"
"/ LINTERNA ANTI-IMPACTO 3LED 2AA LA32AA SURTEK","LA32AA","660731359930","SURTEK","63.0","91.0","Pieza"
"/ LINTERNA ANTI-IMPACTO 3LED 2D LA32D SURTEK","LA32D","660731359923","SURTEK","98.0","142.0","Pieza"
"/ LINTERNA ANTI-IMPACTO 3LED 3D LA33D SURTEK","LA33D","660731359916","SURTEK","107.0","155.0","Pieza"
"/ LINTERNA LED METALICA 3D 135996 SURTEK","135996","660731359961","SURTEK","325.0","464.0","Pieza"
"/ LLAVE STILLSONÂ® DE ALUMINIO 10 8510A SURTEK","8510A","660731210453","SURTEK","246.0","357.0","Pieza"
"/ LLAVE STILLSONÂ® DE ALUMINIO 12 8512A SURTEK","8512A","660731210460","SURTEK","325.0","471.0","Pieza"
"/ LONA REFORZADA AZUL 1.5 X 2 LR1X2A SURTEK","LR1X2A","660731230659","SURTEK","72.0","104.0","Pieza"
"/ LONA REFORZADA AZUL 12 X 17 LR12X17A SURTEK","LR12X17A","660731230734","SURTEK","3740.0","5423.0","Pieza"
"/ LONA REFORZADA AZUL 5 X 6 LR5X6A SURTEK","LR5X6A","660731230710","SURTEK","576.0","835.0","Pieza"
"/ LONA REFORZADA AZUL 6 X 12 LR6X12A SURTEK","LR6X12A","660731230727","SURTEK","1345.0","1950.0","Pieza"
"/ LONA REFORZADA BLANCA 12 X 17M LR12X17B SURTEK","LR12X17B","660731230499","SURTEK","3740.0","5423.0","Pieza"
"/ LONA REFORZADA BLANCA 2 X 3M LR2X3B SURTEK","LR2X3B","660731230420","SURTEK","121.0","175.0","Pieza"
"/ LONA REFORZADA BLANCA 3 X 3M LR3X3B SURTEK","LR3X3B","660731230437","SURTEK","185.0","268.0","Pieza"
"/ LONA REFORZADA BLANCA 3 X 4M LR3X4B SURTEK","LR3X4B","660731230444","SURTEK","246.0","357.0","Pieza"
"/ LONA REFORZADA BLANCA 4 X 5M LR4X5B SURTEK","LR4X5B","660731230451","SURTEK","395.0","573.0","Pieza"
"/ LONA REFORZADA BLANCA 4 X 6M LR4X6B SURTEK","LR4X6B","660731230468","SURTEK","473.0","686.0","Pieza"
"/ LONA REFORZADA BLANCA 5 X 6M LR5X6B SURTEK","LR5X6B","660731230475","SURTEK","576.0","835.0","Pieza"
"/ LONA REFORZADA BLANCA 6 X 12M LR6X12B SURTEK","LR6X12B","660731230482","SURTEK","1345.0","1950.0","Pieza"
"/ LONA REFORZADA PLATEADA 12 X 17M LR12X17 SURTEK","LR12X17","660731230642","SURTEK","3740.0","5423.0","Pieza"
"/ MANDIL DE CUERO SENCILLO 124408 SURTEK","124408","660731244083","SURTEK","241.0","349.0","Pieza"
"/ MANGUERA FLEXIBLE CON GUIA 1/2 X 100M 136852 SURTEK","136852","660731368529","SURTEK","525.0","761.0","Pieza"
"/ MANGUERA SPIDER 1 ROLLO 50M M1S50 SURTEK","M1S50","660731307221","SURTEK","1708.0","2477.0","Pieza"
"/ MANGUERA SPIDER 1/2 ARMADA CONECTOR METALICO 15M M12S15 SURTEK","M12S15","660731307245","SURTEK","223.0","323.0","Pieza"
"/ MANGUERA SPIDER 1/2 ARMADA, CONECTOR METALICO 20M M12S20 SURTEK","M12S20","660731307252","SURTEK","278.0","403.0","Pieza"
"/ MANGUERA SPIDER 1/2 ROLLO 100M M12S100 SURTEK","M12S100","660731307269","SURTEK","1063.0","1541.0","Pieza"
"/ MANGUERA SPIDER 3/4 ARMADA CONECTOR METALICO 25M M34S25 SURTEK","M34S25","660731307276","SURTEK","645.0","935.0","Pieza"
"/ MANGUERA TRAMADA VERDE 3/4 ARMADA CONECTOR METAL 25M M34T25 SURTEK","M34T25","660731307443","SURTEK","613.0","889.0","Pieza"
"/ MANGUERA TRAMADA VERDE 5/8 ARMADA CONECTOR METAL 15M M58T15 SURTEK","M58T15","660731307467","SURTEK","343.0","497.0","Pieza"
"/ MANGUERA TRAMADA VERDE 5/8 ARMADA CONECTOR METAL 20M M58T20 SURTEK","M58T20","660731307474","SURTEK","413.0","599.0","Pieza"
"/ MANGUERA TRAMADA VERDE 5/8 ARMADA CONECTOR METAL 25M M58T25 SURTEK","M58T25","660731307481","SURTEK","478.0","693.0","Pieza"
"/ MATRACA 1/4 CABEZA DE PERA MANGO BIMATERIAL F4449X SURTEK","F4449X","660731021073","SURTEK","278.0","403.0","Pieza"
"/ MATRACA 3/8 CABEZA DE PERA MANGO BIMATERIAL F5149X SURTEK","F5149X","660731035001","SURTEK","334.0","484.0","Pieza"
"/ MOTOSIERRA A GASOLINA 16 2HP 45CC MS516A SURTEK","MS516A","660731523560","SURTEK","3920.0","5684.0","Pieza"
"/ MOTOSIERRA A GASOLINA 20 2.2HP 45CC MS620 SURTEK","MS620","660731521191","SURTEK","4151.2","6019.0","Pieza"
"/ MOTOSIERRA A GASOLINA 22 3HP 51CC MS722 SURTEK","MS722","660731521207","SURTEK","4592.0","6658.0","Pieza"
